Artist,Recommendations
pink floyd,led zeppelin|the beatles|the doors|radiohead|queen|jimi hendrix|the rolling stones|the who|metallica|jethro tull
pink martini,gotan project|norah jones|diana krall|nouvelle vague|Édith piaf|ella fitzgerald|amy winehouse|feist|thievery corporation|katie melua
pixies,sonic youth|pavement|radiohead|the smiths|the velvet underground|the cure|the breeders|modest mouse|the white stripes|the clash
pj harvey,nick cave and the bad seeds|radiohead|cat power|portishead|tom waits|sonic youth|björk|pixies|the white stripes|depeche mode
placebo,muse|radiohead|the killers|coldplay|nirvana|the cure|arctic monkeys|depeche mode|the smashing pumpkins|bloc party
plaid,autechre|boards of canada|squarepusher|aphex twin|apparat|the flashbulb|amon tobin|prefuse 73|venetian snares|burial
plain white ts,the all-american rejects|simple plan|the academy is...|boys like girls|fall out boy|paramore|jonas brothers|panic at the disco|the fray|sugarcult
poets of the fall,nightwish|apocalyptica|30 seconds to mars|breaking benjamin|evanescence|skillet|in flames|linkin park|sonata arctica|him
porcupine tree,blackfield|opeth|pain of salvation|riverside|ayreon|dream theater|tool|anathema|king crimson|pink floyd
portishead,massive attack|björk|radiohead|air|goldfrapp|morcheeba|lamb|tricky|pj harvey|röyksopp
prefuse 73,flying lotus|madlib|boards of canada|plaid|amon tobin|squarepusher|rjd2|dj shadow|four tet|aphex twin
primal scream,the jesus and mary chain|blur|my bloody valentine|pixies|kasabian|new order|the brian jonestown massacre|underworld|the stone roses|radiohead
primus,faith no more|tool|rage against the machine|queens of the stone age|melvins|frank zappa|meshuggah|nine inch nails|led zeppelin|mastodon
prince,stevie wonder|george michael|erykah badu|david bowie|the beatles|michael jackson|al green|u2|madonna|the rolling stones
public enemy,beastie boys|wu-tang clan|de la soul|ice cube|gang starr|nas|ghostface|a tribe called quest|the roots|cypress hill
pulp,blur|david bowie|morrissey|the smiths|manic street preachers|radiohead|the cure|franz ferdinand|arcade fire|belle and sebastian
queen,the beatles|pink floyd|led zeppelin|u2|aerosmith|the rolling stones|the who|metallica|coldplay|elton john
queens of the stone age,foo fighters|eagles of death metal|kyuss|radiohead|muse|the white stripes|nine inch nails|nirvana|the strokes|deftones
queensrÿche,dream theater|judas priest|rush|pain of salvation|ayreon|symphony x|angra|porcupine tree|megadeth|van halen
r.e.m.,radiohead|u2|the beatles|coldplay|the cure|pink floyd|david bowie|red hot chili peppers|the rolling stones|bob dylan
radiohead,coldplay|the beatles|sigur rós|muse|beck|the smashing pumpkins|björk|death cab for cutie|interpol|air
rage against the machine,system of a down|nirvana|audioslave|red hot chili peppers|koЯn|foo fighters|metallica|tool|incubus|deftones
rainbow,dio|deep purple|black sabbath|van halen|scorpions|ozzy osbourne|kiss|judas priest|skid row|iron maiden
rammstein,system of a down|nightwish|marilyn manson|koЯn|metallica|slipknot|disturbed|apocalyptica|in flames|linkin park
ramones,the clash|misfits|nirvana|dead kennedys|sex pistols|rancid|the rolling stones|nofx|the beatles|johnny cash
rancid,nofx|the bouncing souls|bad religion|anti-flag|dropkick murphys|social distortion|less than jake|lagwagon|millencolin|pennywise
ratatat,girl talk|crystal castles|justice|hot chip|modest mouse|cut copy|animal collective|radiohead|death from above 1979|mgmt
ray charles,aretha franklin|louis armstrong|james brown|frank sinatra|stevie wonder|the beatles|ella fitzgerald|bob dylan|nina simone|otis redding
ray lamontagne,bon iver|damien rice|joshua radin|iron & wine|ryan adams|feist|m. ward|the shins|john mayer|sufjan stevens
razorlight,the kooks|the fratellis|maxïmo park|kaiser chiefs|the pigeon detectives|dirty pretty things|arctic monkeys|the killers|stereophonics|franz ferdinand
red hot chili peppers,coldplay|nirvana|foo fighters|system of a down|green day|muse|metallica|the beatles|linkin park|radiohead
red.jumpsuit.apparatus,the all-american rejects|paramore|30 seconds to mars|boys like girls|the used|sum 41|relient k|fall out boy|cute is what we aim for|story of the year
reel big fish,streetlight manifesto|less than jake|goldfinger|rancid|me first and the gimme gimmes|nofx|motion city soundtrack|anti-flag|alkaline trio|green day
refused,at the drive-in|the blood brothers|rise against|comeback kid|alexisonfire|thrice|rage against the machine|ignite|deftones|the fall of troy
regina spektor,feist|sufjan stevens|fiona apple|tegan and sara|death cab for cutie|rilo kiley|radiohead|the shins|bright eyes|cat power
relient k,switchfoot|motion city soundtrack|anberlin|red.jumpsuit.apparatus|paramore|the all-american rejects|something corporate|dashboard confessional|fall out boy|mae
rhapsody of fire,avantasia|stratovarius|blind guardian|kamelot|sonata arctica|hammerfall|angra|edguy|nightwish|gamma ray
richard cheese,the beatles|beastie boys|system of a down|rage against the machine|red hot chili peppers|muse|metallica|green day|koЯn|the white stripes
rihanna,beyoncé|the pussycat dolls|britney spears|lady gaga|chris brown|leona lewis|nelly furtado|justin timberlake|timbaland|katy perry
rilo kiley,death cab for cutie|the decemberists|bright eyes|the shins|tegan and sara|sufjan stevens|stars|feist|the postal service|regina spektor
rise against,anti-flag|billy talent|afi|atreyu|millencolin|the offspring|sum 41|bullet for my valentine|bad religion|blink-182
riverside,pain of salvation|blackfield|porcupine tree|opeth|anathema|ayreon|a perfect circle|katatonia|tool|dream theater
rjd2,dj shadow|jurassic 5|bonobo|madlib|cunninlynguists|the roots|aesop rock|prefuse 73|mf doom|madvillain
rob zombie,marilyn manson|static-x|koЯn|slipknot|disturbed|rammstein|drowning pool|dope|godsmack|system of a down
robbie williams,madonna|kylie minogue|coldplay|u2|keane|queen|michael jackson|abba|sugababes|scissor sisters
robyn,lady gaga|britney spears|kylie minogue|lily allen|beyoncé|madonna|rihanna|sugababes|kate nash|lykke li
roots manuva,jurassic 5|the roots|dizzee rascal|cunninlynguists|rjd2|dj shadow|dj krush|the herbaliser|the cinematic orchestra|burial
roxette,madonna|bryan adams|queen|robbie williams|abba|a-ha|bon jovi|elton john|michael jackson|kylie minogue
rufus wainwright,ben folds|sufjan stevens|arcade fire|belle and sebastian|rilo kiley|antony and the johnsons|radiohead|feist|regina spektor|the decemberists
rush,dream theater|led zeppelin|queensrÿche|pink floyd|jethro tull|black sabbath|porcupine tree|genesis|deep purple|camel
ryan adams,bob dylan|bruce springsteen|rilo kiley|the national|death cab for cutie|iron & wine|wilco|sufjan stevens|bright eyes|counting crows
róisín murphy,moloko|goldfrapp|amy winehouse|röyksopp|björk|peaches|the knife|madonna|hercules and love affair|bat for lashes
röyksopp,air|goldfrapp|moby|télépopmusik|daft punk|groove armada|the chemical brothers|massive attack|thievery corporation|faithless
sabaton,hammerfall|manowar|gamma ray|blind guardian|amon amarth|avantasia|edguy|equilibrium|children of bodom|ensiferum
sade,alicia keys|george michael|amy winehouse|seal|norah jones|diana krall|john legend|joss stone|jamiroquai|erykah badu
sage francis,aesop rock|atmosphere|jedi mind tricks|immortal technique|cunninlynguists|rjd2|the roots|mf doom|madvillain|a tribe called quest
samael,moonspell|tiamat|amorphis|katatonia|vader|bathory|amon amarth|satyricon|dimmu borgir|my dying bride
santana,eric clapton|the jimi hendrix experience|jimi hendrix|cream|dire straits|led zeppelin|the rolling stones|deep purple|pink floyd|james brown
santogold,m.i.a.|mgmt|crystal castles|bat for lashes|lykke li|vampire weekend|bloc party|the ting tings|cut copy|the gossip
saosin,chiodos|underoath|alesana|circa survive|alexisonfire|senses fail|emery|atreyu|bring me the horizon|a day to remember
sara bareilles,colbie caillat|a fine frenzy|adele|taylor swift|maroon 5|kt tunstall|john mayer|natasha bedingfield|james morrison|jason mraz
sarah mclachlan,sheryl crow|tori amos|alanis morissette|dido|tracy chapman|enya|fiona apple|kt tunstall|norah jones|aimee mann
satyricon,immortal|dimmu borgir|burzum|behemoth|darkthrone|bathory|amon amarth|cradle of filth|vader|children of bodom
saves the day,the get up kids|brand new|alkaline trio|new found glory|taking back sunday|say anything|descendents|motion city soundtrack|the bouncing souls|minus the bear
say anything,brand new|motion city soundtrack|taking back sunday|the academy is...|coheed and cambria|something corporate|fall out boy|saves the day|alkaline trio|new found glory
scar symmetry,soilwork|dark tranquillity|in flames|arch enemy|amorphis|trivium|all that remains|katatonia|opeth|sonic syndicate
schandmaul,subway to sally|in extremo|die Ärzte|die apokalyptischen reiter|böhse onkelz|korpiklaani|die toten hosen|rammstein|finntroll|farin urlaub
scissor sisters,madonna|kylie minogue|robbie williams|mika|franz ferdinand|kaiser chiefs|moby|the killers|snow patrol|girls aloud
scooter,cascada|groove coverage|atb|tiësto|basshunter|paul van dyk|benny benassi|david guetta|armin van buuren|blank & jones
scorpions,deep purple|rainbow|def leppard|judas priest|iron maiden|kiss|bon jovi|aerosmith|helloween|alice cooper
seal,phil collins|george michael|michael jackson|sade|robbie williams|alicia keys|madonna|u2|sting|jamiroquai
sean paul,50 cent|akon|snoop dogg|rihanna|justin timberlake|busta rhymes|timbaland|kanye west|flo rida|ludacris
seeed,peter fox|die Ärzte|deichkind|gentleman|farin urlaub|beatsteaks|die toten hosen|billy talent|mando diao|sean paul
seether,breaking benjamin|chevelle|three days grace|adema|disturbed|staind|koЯn|linkin park|3 doors down|papa roach
senses fail,silverstein|funeral for a friend|taking back sunday|escape the fate|from first to last|the used|story of the year|saosin|atreyu|alexisonfire
sentenced,norther|amorphis|dark tranquillity|children of bodom|in flames|paradise lost|sonata arctica|moonspell|pain|katatonia
september,the pussycat dolls|lady gaga|david guetta|rihanna|sugababes|nelly furtado|beyoncé|katy perry|leona lewis|kylie minogue
sepultura,slayer|soulfly|death|kreator|pantera|machine head|metallica|megadeth|cannibal corpse|testament
serge gainsbourg,the velvet underground|the kinks|the smiths|sonic youth|the fall|beck|frank zappa|david bowie|the beatles|tom waits
serj tankian,system of a down|disturbed|slipknot|koЯn|metallica|rammstein|the offspring|linkin park|bullet for my valentine|apocalyptica
sex pistols,ramones|the clash|nirvana|dead kennedys|buzzcocks|iggy pop|rancid|the offspring|dropkick murphys|the distillers
shakira,beyoncé|kylie minogue|britney spears|nelly furtado|madonna|the pussycat dolls|rihanna|enrique iglesias|avril lavigne|gwen stefani
she wants revenge,placebo|interpol|nine inch nails|the cure|editors|depeche mode|siouxsie and the banshees|joy division|muse|ladytron
sheryl crow,sarah mclachlan|alanis morissette|aimee mann|kelly clarkson|fiona apple|kt tunstall|dido|james morrison|the cardigans|counting crows
shiny toy guns,the sounds|the killers|muse|afi|britney spears|tegan and sara|death cab for cutie|frou frou|lily allen|anberlin
shout out louds,bloc party|the shins|håkan hellström|arcade fire|the kooks|mando diao|death cab for cutie|the radio dept.|maxïmo park|tokyo police club
shpongle,infected mushroom|boards of canada|the future sound of london|amon tobin|orbital|enigma|aphex twin|the prodigy|faithless|the chemical brothers
sia,zero 7|feist|adele|a fine frenzy|imogen heap|lamb|télépopmusik|kate nash|röyksopp|frou frou
sigur rós,radiohead|explosions in the sky|mogwai|múm|björk|sufjan stevens|coldplay|arcade fire|death cab for cutie|beirut
silverchair,foo fighters|the smashing pumpkins|pearl jam|stone temple pilots|bush|a perfect circle|soundgarden|incubus|alice in chains|faith no more
silverstein,escape the fate|senses fail|alesana|funeral for a friend|a day to remember|the used|from first to last|atreyu|story of the year|alexisonfire
simian mobile disco,justice|digitalism|lcd soundsystem|hot chip|cut copy|chromeo|the presets|boys noize|daft punk|crystal castles
simon & garfunkel,the beatles|bob dylan|john lennon|the kinks|the beach boys|the rolling stones|elton john|neil young|cat stevens|queen
simple plan,good charlotte|the all-american rejects|sum 41|avril lavigne|green day|fall out boy|my chemical romance|blink-182|linkin park|papa roach
siouxsie and the banshees,bauhaus|the sisters of mercy|joy division|the cure|echo & the bunnymen|new order|cocteau twins|depeche mode|vnv nation|dead can dance
sirenia,tristania|epica|after forever|theatre of tragedy|lacuna coil|therion|nightwish|the gathering|tarja turunen|kamelot
ska-p,die toten hosen|ramones|nofx|dropkick murphys|green day|manu chao|the offspring|reel big fish|die Ärzte|rise against
skid row,mötley crüe|def leppard|van halen|kiss|bon jovi|dio|aerosmith|rainbow|judas priest|ozzy osbourne
skillet,breaking benjamin|three days grace|papa roach|anberlin|flyleaf|p.o.d.|linkin park|disturbed|bullet for my valentine|30 seconds to mars
skinny puppy,combichrist|kmfdm|ministry|vnv nation|einstürzende neubauten|nine inch nails|bauhaus|the sisters of mercy|apoptygma berzerk|the birthday massacre
slayer,sepultura|megadeth|kreator|death|pantera|metallica|iron maiden|testament|judas priest|sodom
slipknot,koЯn|system of a down|disturbed|mudvayne|stone sour|soulfly|in flames|static-x|ill niño|metallica
slowdive,my bloody valentine|the radio dept.|low|cocteau twins|m83|the jesus and mary chain|deerhunter|sonic youth|new order|stereolab
sneaker pimps,iamx|unkle|lamb|hooverphonic|massive attack|goldfrapp|portishead|björk|moloko|air
snoop dogg,the game|dr. dre|50 cent|ice cube|2pac|jay-z|ludacris|dmx|notorious b.i.g.|busta rhymes
snow patrol,coldplay|keane|the killers|the fray|oasis|death cab for cutie|muse|the kooks|damien rice|bloc party
social distortion,rancid|dropkick murphys|bad religion|the bouncing souls|misfits|the clash|nofx|ramones|descendents|flogging molly
sodom,kreator|testament|death|slayer|judas priest|anthrax|megadeth|carcass|sepultura|vader
soilwork,in flames|scar symmetry|dark tranquillity|children of bodom|arch enemy|killswitch engage|amorphis|sonic syndicate|all that remains|dimmu borgir
something corporate,motion city soundtrack|taking back sunday|dashboard confessional|brand new|mae|say anything|jimmy eat world|sugarcult|fall out boy|new found glory
sonata arctica,nightwish|stratovarius|kamelot|avantasia|edguy|rhapsody of fire|helloween|hammerfall|gamma ray|children of bodom
sonic syndicate,all that remains|soilwork|killswitch engage|trivium|atreyu|in flames|caliban|as i lay dying|slipknot|heaven shall burn
sonic youth,pavement|pixies|my bloody valentine|the velvet underground|dinosaur jr.|joy division|radiohead|the smiths|animal collective|fugazi
soulfly,machine head|sepultura|chimaira|slipknot|fear factory|koЯn|mudvayne|static-x|devildriver|slayer
soundgarden,alice in chains|stone temple pilots|pearl jam|audioslave|chris cornell|faith no more|nirvana|queens of the stone age|tool|foo fighters
soundtrack,hans zimmer|john williams|coldplay|howard shore|[unknown]|the beatles|radiohead|thomas newman|madonna|queen
spice girls,britney spears|jennifer lopez|christina aguilera|rihanna|sugababes|beyoncé|kylie minogue|the pussycat dolls|mariah carey|hilary duff
spoon,the new pornographers|modest mouse|the shins|of montreal|pavement|stars|broken social scene|belle and sebastian|sufjan stevens|radiohead
squarepusher,aphex twin|autechre|venetian snares|plaid|boards of canada|amon tobin|prefuse 73|the flashbulb|burial|radiohead
st. germain,de-phazz|tosca|thievery corporation|koop|groove armada|jazzanova|bonobo|télépopmusik|nightmares on wax|massive attack
staind,3 doors down|seether|koЯn|chevelle|breaking benjamin|godsmack|disturbed|papa roach|linkin park|stone sour
stars,broken social scene|the new pornographers|death cab for cutie|sufjan stevens|of montreal|the shins|feist|metric|spoon|rilo kiley
static-x,koЯn|mudvayne|godsmack|dope|slipknot|disturbed|adema|ill niño|drowning pool|fear factory
steely dan,stevie wonder|fleetwood mac|joni mitchell|van morrison|grateful dead|neil young|elton john|herbie hancock|talking heads|peter gabriel
stereolab,deerhoof|sonic youth|the fall|my bloody valentine|low|belle and sebastian|pavement|tortoise|of montreal|beck
stereophonics,oasis|travis|coldplay|snow patrol|feeder|the verve|kasabian|razorlight|keane|muse
stevie wonder,marvin gaye|prince|james brown|al green|erykah badu|steely dan|aretha franklin|miles davis|michael jackson|jamiroquai
sting,the police|u2|eric clapton|diana krall|dire straits|norah jones|peter gabriel|elton john|enya|michael bublé
stone sour,slipknot|koЯn|mudvayne|ill niño|disturbed|godsmack|machine head|trivium|system of a down|bullet for my valentine
stone temple pilots,alice in chains|soundgarden|pearl jam|audioslave|nirvana|foo fighters|the smashing pumpkins|rage against the machine|silverchair|faith no more
story of the year,atreyu|silverstein|escape the fate|the used|senses fail|funeral for a friend|saosin|bullet for my valentine|three days grace|underoath
strapping young lad,mastodon|meshuggah|opeth|lamb of god|gojira|the dillinger escape plan|pantera|at the gates|slayer|in flames
stratovarius,sonata arctica|gamma ray|rhapsody of fire|avantasia|kamelot|angra|hammerfall|nightwish|edguy|helloween
streetlight manifesto,less than jake|reel big fish|rancid|the bouncing souls|nofx|against me!|goldfinger|anti-flag|me first and the gimme gimmes|rise against
sublime,311|red hot chili peppers|the beatles|nofx|jack johnson|reel big fish|bob marley|rage against the machine|cake|the white stripes
subway to sally,schandmaul|in extremo|die apokalyptischen reiter|die Ärzte|die toten hosen|equilibrium|finntroll|böhse onkelz|rammstein|korpiklaani
sufjan stevens,andrew bird|iron & wine|death cab for cutie|the shins|belle and sebastian|elliott smith|the decemberists|arcade fire|bright eyes|of montreal
sugababes,girls aloud|rihanna|leona lewis|the pussycat dolls|britney spears|beyoncé|christina aguilera|kylie minogue|kelly clarkson|jennifer lopez
sugarcult,something corporate|the all-american rejects|fall out boy|sum 41|simple plan|the ataris|the used|new found glory|all time low|44
sum 41,blink-182|good charlotte|the offspring|simple plan|billy talent|linkin park|green day|fall out boy|44|papa roach
supergrass,blur|kasabian|doves|beck|radiohead|the dandy warhols|the strokes|elbow|razorlight|manic street preachers
supertramp,genesis|fleetwood mac|electric light orchestra|eric clapton|eagles|dire straits|pink floyd|queen|elton john|the police
switchfoot,relient k|lifehouse|the fray|anberlin|snow patrol|coldplay|jimmy eat world|nickelback|p.o.d.|dashboard confessional
symphony x,dream theater|kamelot|ayreon|pain of salvation|avantasia|opeth|stratovarius|helloween|angra|megadeth
system of a down,koЯn|metallica|slipknot|rammstein|disturbed|red hot chili peppers|linkin park|the offspring|nirvana|serj tankian
t. rex,the velvet underground|the kinks|david bowie|the rolling stones|bob dylan|the beatles|talking heads|the zombies|the jesus and mary chain|the who
t.a.t.u.,britney spears|avril lavigne|evanescence|rihanna|madonna|pink|kylie minogue|lady gaga|hilary duff|the pussycat dolls
t.i.,the game|ludacris|lil wayne|50 cent|kanye west|jay-z|akon|chamillionaire|snoop dogg|flo rida
taking back sunday,brand new|motion city soundtrack|the used|senses fail|dashboard confessional|fall out boy|funeral for a friend|the academy is...|say anything|jimmy eat world
talib kweli,common|nas|mos def|jay-z|the roots|cunninlynguists|lupe fiasco|gang starr|notorious b.i.g.|kanye west
talking heads,david bowie|devo|the velvet underground|pixies|the clash|elvis costello|tom waits|sonic youth|bob dylan|beck
tarja turunen,epica|after forever|nightwish|tristania|lacuna coil|sirenia|evanescence|theatre of tragedy|therion|emilie autumn
taylor swift,miley cyrus|kelly clarkson|leona lewis|jordin sparks|lady gaga|colbie caillat|the veronicas|hilary duff|jonas brothers|beyoncé
tegan and sara,metric|death cab for cutie|rilo kiley|regina spektor|stars|bright eyes|the shins|feist|kate nash|the postal service
tenacious d,system of a down|metallica|muse|ac/dc|red hot chili peppers|foo fighters|disturbed|slipknot|nirvana|rammstein
testament,kreator|death|megadeth|sodom|slayer|anthrax|judas priest|pantera|carcass|iron maiden
the 69 eyes,deathstars|him|sentenced|type o negative|tristania|the birthday massacre|moonspell|paradise lost|nightwish|apocalyptica
the academy is...,cute is what we aim for|cobra starship|motion city soundtrack|all time low|taking back sunday|boys like girls|fall out boy|the all-american rejects|panic at the disco|say anything
the album leaf,explosions in the sky|sigur rós|múm|mogwai|broken social scene|m83|iron & wine|godspeed you! black emperor|four tet|boards of canada
the all-american rejects,fall out boy|simple plan|boys like girls|paramore|the academy is...|panic at the disco|jimmy eat world|red.jumpsuit.apparatus|blink-182|cute is what we aim for
the arcade fire,broken social scene|modest mouse|bloc party|the shins|belle and sebastian|architecture in helsinki|interpol|clap your hands say yeah|sufjan stevens|tv on the radio
the ataris,jimmy eat world|new found glory|blink-182|sugarcult|taking back sunday|the get up kids|alkaline trio|dashboard confessional|saves the day|less than jake
the beach boys,the beatles|the kinks|the rolling stones|simon & garfunkel|bob dylan|david bowie|the velvet underground|elvis presley|the who|the zombies
the beatles,radiohead|bob dylan|the rolling stones|pink floyd|led zeppelin|david bowie|coldplay|queen|red hot chili peppers|the white stripes
the birthday massacre,combichrist|vnv nation|apoptygma berzerk|the 69 eyes|mindless self indulgence|oomph!|moonspell|emilie autumn|nightwish|lacuna coil
the black dahlia murder,all shall perish|parkway drive|bring me the horizon|as i lay dying|heaven shall burn|caliban|hatebreed|converge|killswitch engage|lamb of god
the black keys,the white stripes|kings of leon|the raconteurs|black rebel motorcycle club|the kills|queens of the stone age|my morning jacket|radiohead|beck|the strokes
the blood brothers,cursive|thursday|circa survive|at the drive-in|death from above 1979|converge|the faint|the fall of troy|refused|bright eyes
the books,animal collective|four tet|joanna newsom|sufjan stevens|grizzly bear|boards of canada|prefuse 73|broken social scene|final fantasy|modest mouse
the bouncing souls,descendents|rancid|less than jake|alkaline trio|against me!|nofx|anti-flag|pennywise|bad religion|misfits
the bravery,the killers|kasabian|bloc party|the strokes|franz ferdinand|kaiser chiefs|arctic monkeys|interpol|hot hot heat|snow patrol
the breeders,pixies|sonic youth|my bloody valentine|pavement|cat power|stereolab|guided by voices|deerhoof|the jesus and mary chain|beck
the brian jonestown massacre,the velvet underground|sonic youth|the jesus and mary chain|my bloody valentine|pavement|animal collective|black rebel motorcycle club|primal scream|the black keys|the dandy warhols
the byrds,the zombies|the who|the kinks|the rolling stones|simon & garfunkel|neil young|the velvet underground|grateful dead|the jimi hendrix experience|bob dylan
the cardigans,garbage|coldplay|the killers|radiohead|björk|the cranberries|madonna|air|the beatles|dido
the chemical brothers,fatboy slim|daft punk|the prodigy|moby|massive attack|faithless|the crystal method|groove armada|röyksopp|underworld
the cinematic orchestra,bonobo|jazzanova|amon tobin|thievery corporation|nightmares on wax|massive attack|lamb|the herbaliser|boards of canada|dj shadow
the clash,ramones|bob dylan|pixies|dead kennedys|the specials|rancid|the rolling stones|the beatles|misfits|the smiths
the corrs,u2|dido|madonna|céline dion|phil collins|avril lavigne|coldplay|nelly furtado|the cranberries|enya
the cranberries,coldplay|alanis morissette|dido|placebo|nirvana|enya|evanescence|madonna|u2|oasis
the cribs,the pigeon detectives|dirty pretty things|maxïmo park|the libertines|foals|the wombats|the strokes|arctic monkeys|vampire weekend|late of the pier
the crystal method,the chemical brothers|the prodigy|paul oakenfold|fatboy slim|orbital|massive attack|moby|unkle|infected mushroom|pendulum
the cure,the smiths|depeche mode|joy division|radiohead|the smashing pumpkins|david bowie|new order|the beatles|placebo|pixies
the dandy warhols,radiohead|the white stripes|the shins|the brian jonestown massacre|supergrass|air|kaiser chiefs|pixies|beck|death cab for cutie
the decemberists,the shins|death cab for cutie|neutral milk hotel|sufjan stevens|iron & wine|modest mouse|arcade fire|bright eyes|belle and sebastian|of montreal
the dillinger escape plan,converge|meshuggah|mastodon|isis|the fall of troy|the mars volta|strapping young lad|at the drive-in|machine head|deftones
the distillers,rancid|misfits|nofx|the bouncing souls|anti-flag|dropkick murphys|bad religion|no doubt|social distortion|the clash
the doors,led zeppelin|jimi hendrix|pink floyd|the beatles|the rolling stones|nirvana|the who|bob dylan|the velvet underground|cream
the dresden dolls,regina spektor|tori amos|placebo|pj harvey|mindless self indulgence|nine inch nails|nick cave and the bad seeds|the white stripes|the cure|joy division
the faint,cursive|modest mouse|bright eyes|ratatat|death cab for cutie|the blood brothers|the shins|metric|death from above 1979|bloc party
the fall,pavement|sonic youth|stereolab|pixies|dinosaur jr.|captain beefheart & his magic band|the velvet underground|joy division|my bloody valentine|devo
the fall of troy,chiodos|circa survive|saosin|minus the bear|underoath|the dillinger escape plan|the mars volta|at the drive-in|alexisonfire|emery
the flaming lips,beck|modest mouse|radiohead|animal collective|the shins|spoon|arcade fire|neutral milk hotel|the beatles|sonic youth
the flashbulb,plaid|venetian snares|boards of canada|squarepusher|aphex twin|amon tobin|burial|autechre|prefuse 73|apparat
the fratellis,razorlight|the kooks|kaiser chiefs|the pigeon detectives|arctic monkeys|franz ferdinand|maxïmo park|the killers|the libertines|dirty pretty things
the fray,snow patrol|coldplay|lifehouse|the killers|onerepublic|the all-american rejects|john mayer|fall out boy|james morrison|keane
the future sound of london,orbital|autechre|boards of canada|aphex twin|underworld|massive attack|plaid|amon tobin|brian eno|the chemical brothers
the game,t.i.|50 cent|jay-z|snoop dogg|lil wayne|ludacris|nas|2pac|ice cube|chamillionaire
the gathering,anathema|therion|sirenia|theatre of tragedy|lacuna coil|paradise lost|tristania|moonspell|katatonia|after forever
the get up kids,saves the day|alkaline trio|descendents|brand new|the weakerthans|dashboard confessional|the ataris|cursive|jimmy eat world|bright eyes
the go! team,architecture in helsinki|broken social scene|sufjan stevens|of montreal|clap your hands say yeah|the arcade fire|bloc party|belle and sebastian|m83|the shins
the gossip,klaxons|santogold|yeah yeah yeahs|cansei de ser sexy|peaches|kings of leon|crystal castles|the ting tings|arctic monkeys|arcade fire
the haunted,at the gates|dark tranquillity|lamb of god|killswitch engage|soilwork|in flames|machine head|meshuggah|mastodon|pantera
the hellacopters,turbonegro|queens of the stone age|social distortion|foo fighters|the hives|millencolin|flogging molly|ramones|mötley crüe|kent
the herbaliser,dj krush|bonobo|amon tobin|mr. scruff|tosca|the cinematic orchestra|dj shadow|nightmares on wax|thievery corporation|jurassic 5
the hives,arctic monkeys|franz ferdinand|the strokes|mando diao|the kooks|the white stripes|maxïmo park|bloc party|kaiser chiefs|the killers
the hush sound,cobra starship|motion city soundtrack|cute is what we aim for|tegan and sara|mae|say anything|the academy is...|fall out boy|taking back sunday|dashboard confessional
the jam,buzzcocks|the kinks|the stone roses|the smiths|the clash|the specials|joy division|the who|david bowie|morrissey
the jesus and mary chain,my bloody valentine|joy division|sonic youth|the velvet underground|the smiths|primal scream|new order|the brian jonestown massacre|echo & the bunnymen|pixies
the jimi hendrix experience,cream|jimi hendrix|led zeppelin|the doors|the rolling stones|the who|bob dylan|pink floyd|deep purple|creedence clearwater revival
the killers,coldplay|arctic monkeys|muse|franz ferdinand|kaiser chiefs|the kooks|bloc party|the strokes|snow patrol|keane
the kills,kings of leon|bloc party|the strokes|mgmt|the black keys|arctic monkeys|black rebel motorcycle club|interpol|the raconteurs|klaxons
the kinks,the rolling stones|the velvet underground|the beatles|david bowie|the zombies|bob dylan|the who|the beach boys|neil young|simon & garfunkel
the knife,ladytron|hot chip|crystal castles|björk|cocorosie|air|röyksopp|goldfrapp|radiohead|simian mobile disco
the kooks,arctic monkeys|razorlight|the killers|bloc party|maxïmo park|kaiser chiefs|the fratellis|the strokes|coldplay|kings of leon
the last shadow puppets,arctic monkeys|the libertines|the kooks|mgmt|babyshambles|the fratellis|maxïmo park|the wombats|franz ferdinand|kaiser chiefs
the libertines,babyshambles|dirty pretty things|the strokes|arctic monkeys|the last shadow puppets|the cribs|franz ferdinand|the kooks|klaxons|the fratellis
the magnetic fields,belle and sebastian|sufjan stevens|pavement|the mountain goats|yo la tengo|of montreal|animal collective|guided by voices|elliott smith|camera obscura
the mars volta,at the drive-in|tool|a perfect circle|dredg|queens of the stone age|the dillinger escape plan|radiohead|deftones|muse|isis
the mountain goats,neutral milk hotel|the decemberists|okkervil river|andrew bird|belle and sebastian|iron & wine|the magnetic fields|bonnie prince billy|the weakerthans|sufjan stevens
the national,arcade fire|bon iver|okkervil river|sufjan stevens|andrew bird|beirut|interpol|animal collective|modest mouse|iron & wine
the new pornographers,spoon|stars|the shins|the decemberists|of montreal|sufjan stevens|belle and sebastian|arcade fire|band of horses|iron & wine
the notwist,the whitest boy alive|the album leaf|radiohead|sigur rós|hot chip|bloc party|death cab for cutie|beirut|broken social scene|mogwai
the offspring,green day|sum 41|system of a down|red hot chili peppers|blink-182|papa roach|linkin park|nirvana|metallica|bad religion
the pigeon detectives,the wombats|the cribs|maxïmo park|dirty pretty things|the fratellis|razorlight|the kooks|arctic monkeys|the subways|hard-fi
the pipettes,kate nash|pulp|maxïmo park|cansei de ser sexy|belle and sebastian|camera obscura|arctic monkeys|babyshambles|kaiser chiefs|the smiths
the pogues,the clash|the kinks|tom waits|bob dylan|flogging molly|david bowie|leonard cohen|the rolling stones|ramones|johnny cash
