Artist,Recommendations
serj tankian,system of a down: 0.231|disturbed: 0.1575|slipknot: 0.1496|koЯn: 0.1288|metallica: 0.1211|rammstein: 0.1118|the offspring: 0.111|linkin park: 0.1076|bullet for my valentine: 0.1023|apocalyptica: 0.1017
sex pistols,ramones: 0.1678|the clash: 0.144|nirvana: 0.1106|dead kennedys: 0.1036|buzzcocks: 0.0902|iggy pop: 0.0828|rancid: 0.0788|the offspring: 0.0782|dropkick murphys: 0.0776|the distillers: 0.076
shakira,beyoncé: 0.1535|kylie minogue: 0.1477|britney spears: 0.1466|nelly furtado: 0.1442|madonna: 0.1441|the pussycat dolls: 0.1392|rihanna: 0.1372|enrique iglesias: 0.1338|avril lavigne: 0.1337|gwen stefani: 0.1301
she wants revenge,placebo: 0.117|interpol: 0.095|nine inch nails: 0.0906|the cure: 0.09|editors: 0.0861|depeche mode: 0.0855|siouxsie and the banshees: 0.0835|joy division: 0.0834|muse: 0.0826|ladytron: 0.0818
sheryl crow,sarah mclachlan: 0.1378|alanis morissette: 0.1309|aimee mann: 0.0944|kelly clarkson: 0.085|fiona apple: 0.0837|kt tunstall: 0.0819|dido: 0.0798|james morrison: 0.0797|the cardigans: 0.0796|counting crows: 0.0775
shiny toy guns,the sounds: 0.0923|the killers: 0.0921|muse: 0.0885|afi: 0.0835|britney spears: 0.0799|tegan and sara: 0.0788|death cab for cutie: 0.0786|frou frou: 0.0784|lily allen: 0.0764|anberlin: 0.0758
shout out louds,bloc party: 0.135|the shins: 0.1314|håkan hellström: 0.1283|arcade fire: 0.1183|the kooks: 0.1134|mando diao: 0.1083|death cab for cutie: 0.1079|the radio dept.: 0.107|maxïmo park: 0.104|tokyo police club: 0.1032
shpongle,infected mushroom: 0.2631|boards of canada: 0.1134|the future sound of london: 0.101|amon tobin: 0.099|orbital: 0.0982|enigma: 0.098|aphex twin: 0.094|the prodigy: 0.0935|faithless: 0.085|the chemical brothers: 0.082
sia,zero 7: 0.14|feist: 0.1346|adele: 0.1296|a fine frenzy: 0.1236|imogen heap: 0.1223|lamb: 0.1161|télépopmusik: 0.1155|kate nash: 0.1138|röyksopp: 0.1119|frou frou: 0.1078
sigur rós,radiohead: 0.2987|explosions in the sky: 0.2301|mogwai: 0.2275|múm: 0.2136|björk: 0.21|sufjan stevens: 0.2072|coldplay: 0.1911|arcade fire: 0.1833|death cab for cutie: 0.1806|beirut: 0.1786
silverchair,foo fighters: 0.1374|the smashing pumpkins: 0.1155|pearl jam: 0.1146|stone temple pilots: 0.1133|bush: 0.1126|a perfect circle: 0.1105|soundgarden: 0.108|incubus: 0.0996|alice in chains: 0.0983|faith no more: 0.093
silverstein,escape the fate: 0.2964|senses fail: 0.2956|alesana: 0.2469|funeral for a friend: 0.246|a day to remember: 0.2342|the used: 0.2259|from first to last: 0.2063|atreyu: 0.2022|story of the year: 0.1946|alexisonfire: 0.1787
simian mobile disco,justice: 0.2376|digitalism: 0.2159|lcd soundsystem: 0.1942|hot chip: 0.1866|cut copy: 0.1854|chromeo: 0.1843|the presets: 0.1802|boys noize: 0.1787|daft punk: 0.1648|crystal castles: 0.1604
simon & garfunkel,the beatles: 0.2057|bob dylan: 0.1819|john lennon: 0.1669|the kinks: 0.1611|the beach boys: 0.1601|the rolling stones: 0.1515|elton john: 0.1474|neil young: 0.1464|cat stevens: 0.1446|queen: 0.1391
simple plan,good charlotte: 0.284|the all-american rejects: 0.237|sum 41: 0.2256|avril lavigne: 0.204|green day: 0.204|fall out boy: 0.1985|my chemical romance: 0.1939|blink-182: 0.1818|linkin park: 0.181|papa roach: 0.1644
siouxsie and the banshees,bauhaus: 0.2966|the sisters of mercy: 0.2066|joy division: 0.1883|the cure: 0.1782|echo & the bunnymen: 0.156|new order: 0.1467|cocteau twins: 0.1316|depeche mode: 0.124|vnv nation: 0.1162|dead can dance: 0.1112
sirenia,tristania: 0.3721|epica: 0.3077|after forever: 0.2583|theatre of tragedy: 0.2239|lacuna coil: 0.2155|therion: 0.1948|nightwish: 0.1856|the gathering: 0.1819|tarja turunen: 0.1742|kamelot: 0.1667
ska-p,die toten hosen: 0.0965|ramones: 0.0957|nofx: 0.0918|dropkick murphys: 0.0906|green day: 0.0855|manu chao: 0.0845|the offspring: 0.0832|reel big fish: 0.0817|die Ärzte: 0.0791|rise against: 0.0779
skid row,mötley crüe: 0.2448|def leppard: 0.2132|van halen: 0.2063|kiss: 0.1667|bon jovi: 0.1631|dio: 0.1554|aerosmith: 0.1504|rainbow: 0.1503|judas priest: 0.149|ozzy osbourne: 0.1407
skillet,breaking benjamin: 0.1859|three days grace: 0.1755|papa roach: 0.156|anberlin: 0.146|flyleaf: 0.1271|p.o.d.: 0.1248|linkin park: 0.1234|disturbed: 0.1228|bullet for my valentine: 0.1157|30 seconds to mars: 0.1129
skinny puppy,combichrist: 0.1697|kmfdm: 0.1595|ministry: 0.1594|vnv nation: 0.1469|einstürzende neubauten: 0.1404|nine inch nails: 0.1402|bauhaus: 0.1275|the sisters of mercy: 0.0982|apoptygma berzerk: 0.0949|the birthday massacre: 0.0944
slayer,sepultura: 0.2855|megadeth: 0.2786|kreator: 0.2758|death: 0.2731|pantera: 0.2704|metallica: 0.2542|iron maiden: 0.2467|testament: 0.2413|judas priest: 0.2378|sodom: 0.2235
slipknot,koЯn: 0.332|system of a down: 0.2821|disturbed: 0.2598|mudvayne: 0.2508|stone sour: 0.2293|soulfly: 0.2282|in flames: 0.2222|static-x: 0.2105|ill niño: 0.208|metallica: 0.2078
slowdive,my bloody valentine: 0.2474|the radio dept.: 0.1592|low: 0.1591|cocteau twins: 0.1548|m83: 0.1321|the jesus and mary chain: 0.1308|deerhunter: 0.1198|sonic youth: 0.1184|new order: 0.1085|stereolab: 0.0998
sneaker pimps,iamx: 0.1919|unkle: 0.1733|lamb: 0.1557|hooverphonic: 0.1364|massive attack: 0.1352|goldfrapp: 0.1348|portishead: 0.1329|björk: 0.1111|moloko: 0.1101|air: 0.106
snoop dogg,the game: 0.3241|dr. dre: 0.3179|50 cent: 0.3072|ice cube: 0.2934|2pac: 0.2927|jay-z: 0.2906|ludacris: 0.2598|dmx: 0.2547|notorious b.i.g.: 0.2538|busta rhymes: 0.2509
snow patrol,coldplay: 0.2856|keane: 0.2408|the killers: 0.2392|the fray: 0.2061|oasis: 0.1934|death cab for cutie: 0.1877|muse: 0.1844|the kooks: 0.1779|damien rice: 0.1736|bloc party: 0.1722
social distortion,rancid: 0.2205|dropkick murphys: 0.1664|bad religion: 0.1577|the bouncing souls: 0.1398|misfits: 0.1344|the clash: 0.1256|nofx: 0.1238|ramones: 0.1204|descendents: 0.1122|flogging molly: 0.1066
sodom,kreator: 0.4073|testament: 0.2578|death: 0.241|slayer: 0.2339|judas priest: 0.2107|anthrax: 0.2067|megadeth: 0.2037|carcass: 0.1873|sepultura: 0.1725|vader: 0.1648
soilwork,in flames: 0.2992|scar symmetry: 0.2902|dark tranquillity: 0.281|children of bodom: 0.2394|arch enemy: 0.2232|killswitch engage: 0.2128|amorphis: 0.2079|sonic syndicate: 0.1951|all that remains: 0.1919|dimmu borgir: 0.1851
something corporate,motion city soundtrack: 0.2078|taking back sunday: 0.2049|dashboard confessional: 0.1975|brand new: 0.1949|mae: 0.1778|say anything: 0.1665|jimmy eat world: 0.1586|sugarcult: 0.1563|fall out boy: 0.1449|new found glory: 0.142
sonata arctica,nightwish: 0.3238|stratovarius: 0.2962|kamelot: 0.2847|avantasia: 0.283|edguy: 0.2536|rhapsody of fire: 0.2425|helloween: 0.2377|hammerfall: 0.2375|gamma ray: 0.2369|children of bodom: 0.2325
sonic syndicate,all that remains: 0.2069|soilwork: 0.1984|killswitch engage: 0.1914|trivium: 0.1754|atreyu: 0.1669|in flames: 0.1511|caliban: 0.1481|as i lay dying: 0.1445|slipknot: 0.1394|heaven shall burn: 0.138
sonic youth,pavement: 0.2518|pixies: 0.2424|my bloody valentine: 0.2379|the velvet underground: 0.234|dinosaur jr.: 0.2173|joy division: 0.2094|radiohead: 0.1949|the smiths: 0.1922|animal collective: 0.1868|fugazi: 0.17
soulfly,machine head: 0.2821|sepultura: 0.2741|chimaira: 0.2361|slipknot: 0.2253|fear factory: 0.2129|koЯn: 0.2007|mudvayne: 0.1749|static-x: 0.1713|devildriver: 0.1668|slayer: 0.1558
soundgarden,alice in chains: 0.2703|stone temple pilots: 0.2075|pearl jam: 0.2064|audioslave: 0.1638|chris cornell: 0.1595|faith no more: 0.1479|nirvana: 0.1375|queens of the stone age: 0.1352|tool: 0.1333|foo fighters: 0.1307
soundtrack,hans zimmer: 0.1016|john williams: 0.0885|coldplay: 0.0881|howard shore: 0.0785|[unknown]: 0.0744|the beatles: 0.0739|radiohead: 0.0727|thomas newman: 0.0725|madonna: 0.0676|queen: 0.0668
spice girls,britney spears: 0.2304|jennifer lopez: 0.1846|christina aguilera: 0.1708|rihanna: 0.1672|sugababes: 0.1668|beyoncé: 0.1663|kylie minogue: 0.1515|the pussycat dolls: 0.1485|mariah carey: 0.1477|hilary duff: 0.1472
spoon,the new pornographers: 0.2174|modest mouse: 0.2144|the shins: 0.2026|of montreal: 0.1968|pavement: 0.1846|stars: 0.1767|broken social scene: 0.1765|belle and sebastian: 0.1698|sufjan stevens: 0.1667|radiohead: 0.1643
squarepusher,aphex twin: 0.3056|autechre: 0.305|venetian snares: 0.2702|plaid: 0.2292|boards of canada: 0.2129|amon tobin: 0.2093|prefuse 73: 0.146|the flashbulb: 0.1298|burial: 0.1264|radiohead: 0.1063
st. germain,de-phazz: 0.2777|tosca: 0.2156|thievery corporation: 0.1897|koop: 0.1867|groove armada: 0.1652|jazzanova: 0.1603|bonobo: 0.1562|télépopmusik: 0.1511|nightmares on wax: 0.1508|massive attack: 0.1294
staind,3 doors down: 0.1724|seether: 0.1629|koЯn: 0.1607|chevelle: 0.1588|breaking benjamin: 0.156|godsmack: 0.1464|disturbed: 0.142|papa roach: 0.1403|linkin park: 0.1386|stone sour: 0.1329
stars,broken social scene: 0.2609|the new pornographers: 0.2197|death cab for cutie: 0.2177|sufjan stevens: 0.2082|of montreal: 0.1888|the shins: 0.1879|feist: 0.1872|metric: 0.1808|spoon: 0.1789|rilo kiley: 0.1712
static-x,koЯn: 0.2443|mudvayne: 0.2275|godsmack: 0.2253|dope: 0.216|slipknot: 0.2103|disturbed: 0.21|adema: 0.1829|ill niño: 0.1824|drowning pool: 0.1816|fear factory: 0.176
steely dan,stevie wonder: 0.1346|fleetwood mac: 0.1154|joni mitchell: 0.1127|van morrison: 0.1109|grateful dead: 0.0977|neil young: 0.0962|elton john: 0.0912|herbie hancock: 0.09|talking heads: 0.0883|peter gabriel: 0.0859
stereolab,deerhoof: 0.144|sonic youth: 0.1371|the fall: 0.1329|my bloody valentine: 0.1292|low: 0.1267|belle and sebastian: 0.1242|pavement: 0.1179|tortoise: 0.1079|of montreal: 0.1043|beck: 0.103
stereophonics,oasis: 0.2161|travis: 0.1773|coldplay: 0.1704|snow patrol: 0.1657|feeder: 0.1633|the verve: 0.1601|kasabian: 0.1593|razorlight: 0.1557|keane: 0.1473|muse: 0.1417
stevie wonder,marvin gaye: 0.2406|prince: 0.1727|james brown: 0.1529|al green: 0.1481|erykah badu: 0.1381|steely dan: 0.1347|aretha franklin: 0.1277|miles davis: 0.125|michael jackson: 0.1193|jamiroquai: 0.1175
sting,the police: 0.1504|u2: 0.1383|eric clapton: 0.1284|diana krall: 0.1226|dire straits: 0.119|norah jones: 0.1084|peter gabriel: 0.1074|elton john: 0.1063|enya: 0.1034|michael bublé: 0.1024
stone sour,slipknot: 0.2247|koЯn: 0.1902|mudvayne: 0.1788|ill niño: 0.1788|disturbed: 0.1702|godsmack: 0.1534|machine head: 0.1491|trivium: 0.1459|system of a down: 0.1453|bullet for my valentine: 0.143
stone temple pilots,alice in chains: 0.2301|soundgarden: 0.2059|pearl jam: 0.186|audioslave: 0.148|nirvana: 0.1407|foo fighters: 0.1384|the smashing pumpkins: 0.1335|rage against the machine: 0.1264|silverchair: 0.1117|faith no more: 0.1107
story of the year,atreyu: 0.1968|silverstein: 0.1962|escape the fate: 0.1952|the used: 0.1922|senses fail: 0.1918|funeral for a friend: 0.1685|saosin: 0.1597|bullet for my valentine: 0.1556|three days grace: 0.153|underoath: 0.1529
strapping young lad,mastodon: 0.1671|meshuggah: 0.1573|opeth: 0.1481|lamb of god: 0.1409|gojira: 0.1353|the dillinger escape plan: 0.1247|pantera: 0.1215|at the gates: 0.1144|slayer: 0.1141|in flames: 0.1133
stratovarius,sonata arctica: 0.2982|gamma ray: 0.2795|rhapsody of fire: 0.2673|avantasia: 0.2536|kamelot: 0.2372|angra: 0.2355|hammerfall: 0.2352|nightwish: 0.2303|edguy: 0.2253|helloween: 0.2234
streetlight manifesto,less than jake: 0.2461|reel big fish: 0.2458|rancid: 0.173|the bouncing souls: 0.1528|nofx: 0.1497|against me!: 0.1379|goldfinger: 0.124|anti-flag: 0.1238|me first and the gimme gimmes: 0.1222|rise against: 0.1165
sublime,311: 0.1394|red hot chili peppers: 0.132|the beatles: 0.1229|nofx: 0.1229|jack johnson: 0.1222|reel big fish: 0.1132|bob marley: 0.1121|rage against the machine: 0.1108|cake: 0.1079|the white stripes: 0.1076
subway to sally,schandmaul: 0.42|in extremo: 0.402|die apokalyptischen reiter: 0.2306|die Ärzte: 0.2026|die toten hosen: 0.1803|equilibrium: 0.1699|finntroll: 0.1651|böhse onkelz: 0.1611|rammstein: 0.149|korpiklaani: 0.1488
sufjan stevens,andrew bird: 0.2888|iron & wine: 0.2818|death cab for cutie: 0.2681|the shins: 0.268|belle and sebastian: 0.2648|elliott smith: 0.2529|the decemberists: 0.2472|arcade fire: 0.244|bright eyes: 0.2436|of montreal: 0.2406
sugababes,girls aloud: 0.2867|rihanna: 0.2299|leona lewis: 0.2241|the pussycat dolls: 0.217|britney spears: 0.2097|beyoncé: 0.2095|christina aguilera: 0.2033|kylie minogue: 0.2024|kelly clarkson: 0.1849|jennifer lopez: 0.1738
sugarcult,something corporate: 0.1568|the all-american rejects: 0.1549|fall out boy: 0.1549|sum 41: 0.1524|simple plan: 0.1521|the ataris: 0.1422|the used: 0.1402|new found glory: 0.1333|all time low: 0.1327|44: 0.1308
sum 41,blink-182: 0.3152|good charlotte: 0.259|the offspring: 0.2325|simple plan: 0.2231|billy talent: 0.2165|linkin park: 0.2159|green day: 0.2149|fall out boy: 0.1958|44: 0.194|papa roach: 0.1899
supergrass,blur: 0.1752|kasabian: 0.1233|doves: 0.1092|beck: 0.1005|radiohead: 0.0944|the dandy warhols: 0.0928|the strokes: 0.088|elbow: 0.0819|razorlight: 0.0817|manic street preachers: 0.0757
supertramp,genesis: 0.1608|fleetwood mac: 0.1582|electric light orchestra: 0.1465|eric clapton: 0.1411|eagles: 0.1362|dire straits: 0.1341|pink floyd: 0.1323|queen: 0.1303|elton john: 0.1276|the police: 0.1246
switchfoot,relient k: 0.1856|lifehouse: 0.1637|the fray: 0.1269|anberlin: 0.1051|snow patrol: 0.1045|coldplay: 0.1006|jimmy eat world: 0.0999|nickelback: 0.0991|p.o.d.: 0.098|dashboard confessional: 0.098
symphony x,dream theater: 0.2544|kamelot: 0.2397|ayreon: 0.2282|pain of salvation: 0.219|avantasia: 0.2012|opeth: 0.1868|stratovarius: 0.1797|helloween: 0.171|angra: 0.1699|megadeth: 0.1617
system of a down,koЯn: 0.3116|metallica: 0.2804|slipknot: 0.28|rammstein: 0.2799|disturbed: 0.2532|red hot chili peppers: 0.2427|linkin park: 0.2353|the offspring: 0.2317|nirvana: 0.2298|serj tankian: 0.2273
t. rex,the velvet underground: 0.1645|the kinks: 0.1458|david bowie: 0.1308|the rolling stones: 0.1266|bob dylan: 0.1067|the beatles: 0.104|talking heads: 0.1034|the zombies: 0.0999|the jesus and mary chain: 0.0986|the who: 0.0969
t.a.t.u.,britney spears: 0.1494|avril lavigne: 0.1458|evanescence: 0.1356|rihanna: 0.1343|madonna: 0.1245|pink: 0.1218|kylie minogue: 0.1197|lady gaga: 0.1163|hilary duff: 0.1154|the pussycat dolls: 0.1153
t.i.,the game: 0.3667|ludacris: 0.3581|lil wayne: 0.3531|50 cent: 0.347|kanye west: 0.3051|jay-z: 0.2813|akon: 0.2427|chamillionaire: 0.2387|snoop dogg: 0.2378|flo rida: 0.2355
taking back sunday,brand new: 0.322|motion city soundtrack: 0.2482|the used: 0.2349|senses fail: 0.2273|dashboard confessional: 0.2261|fall out boy: 0.2255|funeral for a friend: 0.2209|the academy is...: 0.2179|say anything: 0.2148|jimmy eat world: 0.2063
talib kweli,common: 0.3176|nas: 0.2744|mos def: 0.2728|jay-z: 0.2431|the roots: 0.2368|cunninlynguists: 0.2035|lupe fiasco: 0.2019|gang starr: 0.1998|notorious b.i.g.: 0.196|kanye west: 0.1943
talking heads,david bowie: 0.1722|devo: 0.1597|the velvet underground: 0.1572|pixies: 0.1502|the clash: 0.1461|elvis costello: 0.1433|tom waits: 0.1409|sonic youth: 0.1388|bob dylan: 0.1365|beck: 0.1315
tarja turunen,epica: 0.2692|after forever: 0.261|nightwish: 0.2214|tristania: 0.2137|lacuna coil: 0.2071|sirenia: 0.1738|evanescence: 0.1536|theatre of tragedy: 0.1434|therion: 0.127|emilie autumn: 0.1252
taylor swift,miley cyrus: 0.2299|kelly clarkson: 0.2167|leona lewis: 0.1648|jordin sparks: 0.161|lady gaga: 0.1549|colbie caillat: 0.1445|the veronicas: 0.1397|hilary duff: 0.1371|jonas brothers: 0.1339|beyoncé: 0.1324
tegan and sara,metric: 0.2127|death cab for cutie: 0.1879|rilo kiley: 0.1791|regina spektor: 0.1679|stars: 0.1592|bright eyes: 0.1492|the shins: 0.1485|feist: 0.1483|kate nash: 0.1409|the postal service: 0.1407
tenacious d,system of a down: 0.1517|metallica: 0.1411|muse: 0.1344|ac/dc: 0.1316|red hot chili peppers: 0.1294|foo fighters: 0.1258|disturbed: 0.1253|slipknot: 0.1186|nirvana: 0.1184|rammstein: 0.1165
testament,kreator: 0.307|death: 0.3035|megadeth: 0.2969|sodom: 0.2475|slayer: 0.2425|anthrax: 0.2308|judas priest: 0.213|pantera: 0.2088|carcass: 0.1995|iron maiden: 0.1933
the 69 eyes,deathstars: 0.183|him: 0.167|sentenced: 0.1508|type o negative: 0.1506|tristania: 0.1356|the birthday massacre: 0.1269|moonspell: 0.124|paradise lost: 0.12|nightwish: 0.1174|apocalyptica: 0.1146
the academy is...,cute is what we aim for: 0.2787|cobra starship: 0.2485|motion city soundtrack: 0.234|all time low: 0.2245|taking back sunday: 0.2187|boys like girls: 0.2117|fall out boy: 0.2094|the all-american rejects: 0.199|panic at the disco: 0.1935|say anything: 0.1783
the album leaf,explosions in the sky: 0.2023|sigur rós: 0.1755|múm: 0.1698|mogwai: 0.1587|broken social scene: 0.14|m83: 0.136|iron & wine: 0.1336|godspeed you! black emperor: 0.1267|four tet: 0.1244|boards of canada: 0.1225
the all-american rejects,fall out boy: 0.2766|simple plan: 0.2308|boys like girls: 0.2278|paramore: 0.2013|the academy is...: 0.1978|panic at the disco: 0.1911|jimmy eat world: 0.19|red.jumpsuit.apparatus: 0.19|blink-182: 0.1831|cute is what we aim for: 0.1759
the arcade fire,broken social scene: 0.1502|modest mouse: 0.1324|bloc party: 0.1292|the shins: 0.1261|belle and sebastian: 0.1234|architecture in helsinki: 0.1209|interpol: 0.12|clap your hands say yeah: 0.1178|sufjan stevens: 0.1175|tv on the radio: 0.1078
the ataris,jimmy eat world: 0.1685|new found glory: 0.153|blink-182: 0.1515|sugarcult: 0.1445|taking back sunday: 0.1399|the get up kids: 0.1337|alkaline trio: 0.1319|dashboard confessional: 0.1294|saves the day: 0.1225|less than jake: 0.1158
the beach boys,the beatles: 0.1825|the kinks: 0.1774|the rolling stones: 0.1764|simon & garfunkel: 0.1606|bob dylan: 0.1594|david bowie: 0.1473|the velvet underground: 0.1452|elvis presley: 0.1325|the who: 0.1262|the zombies: 0.1243
the beatles,radiohead: 0.3143|bob dylan: 0.3021|the rolling stones: 0.2799|pink floyd: 0.2791|led zeppelin: 0.2718|david bowie: 0.2682|coldplay: 0.2537|queen: 0.2439|red hot chili peppers: 0.225|the white stripes: 0.223
the birthday massacre,combichrist: 0.1383|vnv nation: 0.1315|apoptygma berzerk: 0.1308|the 69 eyes: 0.1279|mindless self indulgence: 0.1254|oomph!: 0.1084|moonspell: 0.1051|emilie autumn: 0.1039|nightwish: 0.0975|lacuna coil: 0.0944
the black dahlia murder,all shall perish: 0.3539|parkway drive: 0.2619|bring me the horizon: 0.2159|as i lay dying: 0.2116|heaven shall burn: 0.1986|caliban: 0.1738|hatebreed: 0.1735|converge: 0.1723|killswitch engage: 0.1444|lamb of god: 0.137
the black keys,the white stripes: 0.1366|kings of leon: 0.124|the raconteurs: 0.1233|black rebel motorcycle club: 0.1195|the kills: 0.1171|queens of the stone age: 0.1163|my morning jacket: 0.1098|radiohead: 0.1068|beck: 0.1|the strokes: 0.0997
the blood brothers,cursive: 0.1431|thursday: 0.1339|circa survive: 0.1332|at the drive-in: 0.1293|death from above 1979: 0.1198|converge: 0.1181|the faint: 0.1152|the fall of troy: 0.1122|refused: 0.107|bright eyes: 0.1053
the books,animal collective: 0.2061|four tet: 0.1809|joanna newsom: 0.1351|sufjan stevens: 0.13|grizzly bear: 0.1294|boards of canada: 0.1215|prefuse 73: 0.1209|broken social scene: 0.1186|final fantasy: 0.1123|modest mouse: 0.1113
the bouncing souls,descendents: 0.2616|rancid: 0.2528|less than jake: 0.2142|alkaline trio: 0.198|against me!: 0.1954|nofx: 0.187|anti-flag: 0.1679|pennywise: 0.1646|bad religion: 0.1604|misfits: 0.1563
the bravery,the killers: 0.1661|kasabian: 0.1367|bloc party: 0.1271|the strokes: 0.1133|franz ferdinand: 0.1058|kaiser chiefs: 0.1057|arctic monkeys: 0.1|interpol: 0.0994|hot hot heat: 0.0983|snow patrol: 0.0961
the breeders,pixies: 0.1844|sonic youth: 0.145|my bloody valentine: 0.1261|pavement: 0.1247|cat power: 0.0982|stereolab: 0.0972|guided by voices: 0.0944|deerhoof: 0.0909|the jesus and mary chain: 0.0903|beck: 0.0894
the brian jonestown massacre,the velvet underground: 0.1664|sonic youth: 0.1432|the jesus and mary chain: 0.1364|my bloody valentine: 0.1181|pavement: 0.1089|animal collective: 0.1088|black rebel motorcycle club: 0.1015|primal scream: 0.1006|the black keys: 0.0962|the dandy warhols: 0.0956
the byrds,the zombies: 0.1642|the who: 0.1512|the kinks: 0.1502|the rolling stones: 0.1451|simon & garfunkel: 0.1271|neil young: 0.1254|the velvet underground: 0.1198|grateful dead: 0.116|the jimi hendrix experience: 0.1159|bob dylan: 0.1157
the cardigans,garbage: 0.1236|coldplay: 0.1216|the killers: 0.101|radiohead: 0.0966|björk: 0.0934|the cranberries: 0.0933|madonna: 0.091|air: 0.0874|the beatles: 0.0865|dido: 0.0864
the chemical brothers,fatboy slim: 0.2561|daft punk: 0.2463|the prodigy: 0.2438|moby: 0.2183|massive attack: 0.2167|faithless: 0.203|the crystal method: 0.195|groove armada: 0.1933|röyksopp: 0.1904|underworld: 0.1851
the cinematic orchestra,bonobo: 0.2829|jazzanova: 0.1915|amon tobin: 0.1738|thievery corporation: 0.1695|nightmares on wax: 0.1645|massive attack: 0.153|lamb: 0.1503|the herbaliser: 0.1463|boards of canada: 0.1415|dj shadow: 0.141
the clash,ramones: 0.2405|bob dylan: 0.1866|pixies: 0.1799|dead kennedys: 0.1772|the specials: 0.175|rancid: 0.1693|the rolling stones: 0.1685|the beatles: 0.1675|misfits: 0.1673|the smiths: 0.1644
the corrs,u2: 0.1118|dido: 0.1064|madonna: 0.1046|céline dion: 0.1005|phil collins: 0.096|avril lavigne: 0.0909|coldplay: 0.0907|nelly furtado: 0.0891|the cranberries: 0.0868|enya: 0.0865
the cranberries,coldplay: 0.1486|alanis morissette: 0.1416|dido: 0.136|placebo: 0.1214|nirvana: 0.1135|enya: 0.1131|evanescence: 0.1122|madonna: 0.1103|u2: 0.1078|oasis: 0.1069
the cribs,the pigeon detectives: 0.2451|dirty pretty things: 0.2163|maxïmo park: 0.1918|the libertines: 0.1729|foals: 0.1691|the wombats: 0.1621|the strokes: 0.1504|arctic monkeys: 0.1499|vampire weekend: 0.1476|late of the pier: 0.1449
the crystal method,the chemical brothers: 0.1986|the prodigy: 0.1759|paul oakenfold: 0.1683|fatboy slim: 0.1472|orbital: 0.1357|massive attack: 0.1352|moby: 0.133|unkle: 0.1319|infected mushroom: 0.1077|pendulum: 0.1044
the cure,the smiths: 0.2515|depeche mode: 0.2456|joy division: 0.2361|radiohead: 0.2319|the smashing pumpkins: 0.2108|david bowie: 0.2043|new order: 0.1938|the beatles: 0.188|placebo: 0.1857|pixies: 0.1851
the dandy warhols,radiohead: 0.1036|the white stripes: 0.1025|the shins: 0.1019|the brian jonestown massacre: 0.0948|supergrass: 0.0928|air: 0.0893|kaiser chiefs: 0.0882|pixies: 0.088|beck: 0.0871|death cab for cutie: 0.0808
the decemberists,the shins: 0.2849|death cab for cutie: 0.2562|neutral milk hotel: 0.2537|sufjan stevens: 0.2444|iron & wine: 0.2363|modest mouse: 0.2335|arcade fire: 0.2317|bright eyes: 0.2259|belle and sebastian: 0.2188|of montreal: 0.2172
the dillinger escape plan,converge: 0.2691|meshuggah: 0.1988|mastodon: 0.1823|isis: 0.1752|the fall of troy: 0.1392|the mars volta: 0.1375|strapping young lad: 0.1237|at the drive-in: 0.1119|machine head: 0.1091|deftones: 0.1086
the distillers,rancid: 0.1698|misfits: 0.1208|nofx: 0.1068|the bouncing souls: 0.101|anti-flag: 0.1004|dropkick murphys: 0.0968|bad religion: 0.0939|no doubt: 0.0913|social distortion: 0.0905|the clash: 0.087
the doors,led zeppelin: 0.2554|jimi hendrix: 0.2466|pink floyd: 0.2466|the beatles: 0.2226|the rolling stones: 0.2034|nirvana: 0.2013|the who: 0.1937|bob dylan: 0.1852|the velvet underground: 0.169|cream: 0.1686
the dresden dolls,regina spektor: 0.1435|tori amos: 0.1087|placebo: 0.0947|pj harvey: 0.0935|mindless self indulgence: 0.092|nine inch nails: 0.091|nick cave and the bad seeds: 0.0903|the white stripes: 0.0889|the cure: 0.0873|joy division: 0.0857
the faint,cursive: 0.1388|modest mouse: 0.1241|bright eyes: 0.1142|ratatat: 0.1137|death cab for cutie: 0.1116|the blood brothers: 0.1114|the shins: 0.1093|metric: 0.1072|death from above 1979: 0.1046|bloc party: 0.0962
the fall,pavement: 0.1618|sonic youth: 0.1589|stereolab: 0.1342|pixies: 0.1317|dinosaur jr.: 0.1241|captain beefheart & his magic band: 0.113|the velvet underground: 0.1099|joy division: 0.1098|my bloody valentine: 0.1063|devo: 0.1011
the fall of troy,chiodos: 0.1926|circa survive: 0.1572|saosin: 0.1561|minus the bear: 0.1476|underoath: 0.1421|the dillinger escape plan: 0.1408|the mars volta: 0.1253|at the drive-in: 0.1246|alexisonfire: 0.1245|emery: 0.1204
the flaming lips,beck: 0.2|modest mouse: 0.1984|radiohead: 0.1874|animal collective: 0.1783|the shins: 0.166|spoon: 0.1655|arcade fire: 0.1543|neutral milk hotel: 0.1517|the beatles: 0.1507|sonic youth: 0.1474
the flashbulb,plaid: 0.1893|venetian snares: 0.1587|boards of canada: 0.1396|squarepusher: 0.1327|aphex twin: 0.1321|amon tobin: 0.1267|burial: 0.1222|autechre: 0.121|prefuse 73: 0.1047|apparat: 0.0979
the fratellis,razorlight: 0.2264|the kooks: 0.2207|kaiser chiefs: 0.2111|the pigeon detectives: 0.2091|arctic monkeys: 0.1984|franz ferdinand: 0.1788|maxïmo park: 0.172|the killers: 0.1619|the libertines: 0.1522|dirty pretty things: 0.1467
